rally,ball_round,time,start_frame,end_frame,roundscore_AB,roundscore_CD,player,server,ball_type,backhand,hit_height,hit_x,hit_y,return_height,return_x,return_y,player_A_x,player_A_y,player_B_x,player_B_y,player_C_x,player_C_y,player_D_x,player_D_y,lose_reason,fault_player,score_reason,score_team,flaw,db
3,13,00:22:33,40594,40603,1,2,D,2,推撲球,0,1,705,499,2,566,311,575,313,715,310,461,561,644,505,,,,,0,0
3,14,00:22:33,40603,40635,1,2,A,3,平球,1,2,566,311,2,222,382,570,310,714,306,494,557,656,497,未過網,A,對手未過網,CD,0,0
4,1,00:22:51,41133,41146,2,2,D,1,發短球,1,2,0,0,1,577,382,647,331,579,351,628,551,659,481,,,,,0,0
4,2,00:22:51,41146,41158,2,2,B,2,推撲球,0,1,577,382,1,799,524,646,326,584,361,635,542,631,471,,,,,0,0
4,3,00:22:51,41158,41178,2,2,C,2,平球,0,1,799,524,2,796,337,652,327,608,382,682,534,637,462,,,,,0,0
4,4,00:22:52,41178,41199,2,2,A,2,平球,1,2,796,337,2,872,498,734,326,605,363,685,551,606,492,,,,,0,0
4,5,00:22:53,41199,41226,2,2,C,2,網前小球,0,2,872,498,2,598,380,772,337,605,328,772,525,622,496,,,,,0,0
4,6,00:22:54,41226,41270,2,2,A,2,挑球,0,2,598,380,1,381,604,686,366,625,325,696,558,670,466,,,,,0,0
4,7,00:22:55,41270,41281,2,2,C,2,殺球,0,1,381,604,2,512,319,710,326,539,319,346,619,528,521,,,,,0,0
4,8,00:22:56,41281,41295,2,2,B,2,平球,1,2,512,319,1,519,516,709,328,548,320,327,617,553,523,,,,,0,0
4,9,00:22:56,41295,41323,2,2,D,3,網前小球,0,1,519,516,2,504,430,701,325,556,320,388,582,612,523,掛網,D,對手掛網,,0,0
5,1,00:23:18,41963,41979,3,2,B,1,發短球,1,2,0,0,2,794,447,658,321,627,353,613,529,712,491,,,,,0,0
5,2,00:23:19,41979,41990,3,2,D,2,網前小球,0,2,794,447,1,673,359,660,320,640,351,614,530,714,466,,,,,0,0
5,3,00:23:19,41990,42014,3,2,B,2,網前小球,1,1,673,359,2,407,507,655,322,655,355,623,535,747,451,,,,,0,0
5,4,00:23:20,42014,42045,3,2,C,2,挑球,1,2,407,507,1,801,292,636,321,615,355,493,533,628,476,,,,,0,0
5,5,00:23:21,42045,42058,3,2,A,2,殺球,0,1,801,292,2,837,561,773,290,682,348,536,555,790,555,,,,,0,0
5,6,00:23:21,42058,42076,3,2,D,2,平球,1,2,837,561,1,764,316,813,295,690,331,586,554,837,576,,,,,0,0
5,7,00:23:22,42076,42103,3,2,A,2,網前小球,0,1,764,316,2,482,474,821,312,669,330,602,555,806,542,,,,,0,0
5,8,00:23:23,42103,42150,3,2,C,3,挑球,1,2,482,474,2,858,283,693,348,641,315,513,511,607,468,出界,C,對手出界,,0,0
6,1,00:23:37,42517,42532,4,2,B,1,發短球,1,2,0,0,2,604,454,637,322,662,349,533,488,653,521,,,,,0,0
6,2,00:23:37,42532,42543,4,2,C,2,網前小球,0,2,604,454,1,673,364,628,324,646,355,557,475,654,522,,,,,0,0
6,3,00:23:38,42543,42554,4,2,B,2,推撲球,0,1,673,364,2,611,525,646,328,670,362,546,455,643,530,,,,,0,0
6,4,00:23:38,42554,42572,4,2,D,2,網前小球,1,2,611,525,1,495,374,649,331,694,366,555,457,642,535,,,,,0,0
6,5,00:23:39,42572,42585,4,2,B,2,推撲球,0,1,495,374,2,427,579,629,325,591,367,562,470,594,553,,,,,0,0
6,6,00:23:39,42585,42622,4,2,D,2,挑球,1,2,427,579,1,517,296,626,326,528,355,547,473,552,576,,,,,0,0
6,7,00:23:40,42622,42636,4,2,B,2,殺球,0,1,517,296,2,815,551,641,338,514,292,700,558,486,569,,,,,0,0
6,8,00:23:41,42636,42664,4,2,C,2,網前小球,0,2,815,551,2,413,366,659,337,542,286,704,571,513,580,,,,,0,0
6,9,00:23:42,42664,42698,4,2,A,2,挑球,0,2,413,366,1,607,580,544,358,622,312,696,578,514,543,,,,,0,0
6,10,00:23:43,42698,42710,4,2,D,2,殺球,0,1,607,580,2,588,309,539,314,709,315,723,557,529,598,,,,,0,0
6,11,00:23:43,42710,42726,4,2,A,2,平球,1,2,588,309,2,503,482,534,303,709,314,671,522,565,602,,,,,0,0
6,12,00:23:44,42726,42750,4,2,C,2,網前小球,1,2,503,482,2,626,356,540,306,693,311,584,504,551,578,,,,,0,0
6,13,00:23:45,42750,42793,4,2,A,2,挑球,1,2,626,356,1,402,599,584,334,712,339,552,468,608,559,,,,,0,0
6,14,00:23:46,42793,42804,4,2,D,2,殺球,0,1,402,599,2,549,316,530,309,692,317,528,514,357,604,,,,,0,0
6,15,00:23:46,42804,42838,4,2,A,2,挑球,1,2,549,316,1,871,598,524,303,695,321,540,520,324,614,,,,,0,0
6,16,00:23:47,42838,42849,4,2,C,2,殺球,0,1,871,598,2,711,331,600,324,743,317,751,605,602,550,,,,,0,0
6,17,00:23:48,42849,42865,4,2,A,2,平球,1,2,711,331,1,773,526,610,326,733,308,850,653,667,532,,,,,0,0
6,18,00:23:48,42865,42876,4,2,D,2,推撲球,0,1,773,526,1,768,317,612,327,722,310,789,632,691,523,,,,,0,0
6,19,00:23:49,42876,42891,4,2,B,2,平球,1,1,768,317,2,548,486,604,327,727,313,726,612,735,537,,,,,0,0
6,20,00:23:49,42891,42914,4,2,D,2,網前小球,1,2,548,486,2,576,374,599,325,722,320,639,581,662,500,,,,,0,0
6,21,00:23:50,42914,42952,4,2,A,2,挑球,0,2,576,374,1,391,602,619,355,701,323,578,576,605,478,,,,,0,0
6,22,00:23:51,42952,42973,4,2,C,2,切球,0,1,391,602,2,815,364,533,316,692,329,365,611,561,508,,,,,0,0
6,23,00:23:52,42973,43006,4,2,B,2,挑球,1,2,815,364,1,441,604,558,323,738,347,425,605,612,515,,,,,0,0
6,24,00:23:53,43006,43023,4,2,C,2,殺球,0,1,441,604,2,567,330,534,318,715,323,440,604,595,514,,,,,0,0
6,25,00:23:54,43023,43049,4,2,A,2,網前小球,1,2,567,330,2,784,461,532,320,705,322,427,606,607,523,,,,,0,0
6,26,00:23:54,43049,43074,4,2,D,2,網前小球,0,2,784,461,2,673,375,572,331,712,319,545,588,709,495,,,,,0,0
6,27,00:23:55,43074,43117,4,2,A,2,挑球,1,2,673,375,1,520,623,627,349,725,324,595,576,702,475,,,,,0,0
6,28,00:23:57,43117,43128,4,2,C,2,殺球,0,1,520,623,2,719,327,548,311,705,320,447,613,581,506,,,,,0,0
6,29,00:23:57,43128,43143,4,2,B,2,平球,1,2,719,327,1,650,474,548,310,713,320,481,613,630,515,,,,,0,0
6,30,00:23:58,43143,43154,4,2,D,2,推撲球,0,1,650,474,2,671,310,549,310,718,312,558,593,682,504,,,,,0,0
6,31,00:23:58,43154,43164,4,2,B,2,平球,1,2,671,310,1,708,481,557,317,723,316,584,574,669,483,,,,,0,0
6,32,00:23:58,43164,43187,4,2,D,3,網前小球,0,1,708,481,2,751,423,556,316,724,315,630,574,631,486,掛網,D,對手掛網,,0,0
7,1,00:24:32,44170,44189,5,2,B,1,發短球,1,2,0,0,2,810,439,658,321,628,350,612,522,708,489,,,,,0,0
7,2,00:24:32,44189,44212,5,2,D,2,網前小球,0,2,810,439,2,868,382,656,319,651,351,621,527,730,462,,,,,0,0
7,3,00:24:33,44212,44257,5,2,B,2,挑球,1,2,868,382,1,867,615,662,325,772,371,646,561,738,471,,,,,0,0
7,4,00:24:35,44257,44268,5,2,C,2,殺球,0,1,867,615,2,808,318,596,323,747,319,825,621,725,510,,,,,0,0
7,5,00:24:35,44268,44281,5,2,B,2,平球,1,2,808,318,1,792,503,597,323,736,309,885,616,722,510,,,,,0,0
7,6,00:24:36,44281,44290,5,2,D,2,殺球,0,1,792,503,2,772,322,602,320,741,313,840,593,755,508,,,,,0,0
7,7,00:24:36,44290,44318,5,2,B,2,網前小球,1,2,772,322,2,456,510,609,321,744,313,757,568,805,516,,,,,0,0
7,8,00:24:37,44318,44328,5,2,C,2,平球,1,2,456,510,1,591,350,591,334,734,328,522,538,699,492,,,,,0,0
7,9,00:24:37,44328,44336,5,2,A,2,推撲球,0,1,591,350,2,508,509,599,352,723,337,481,526,667,502,,,,,0,0
7,10,00:24:37,44336,44360,5,2,C,3,平球,1,2,508,509,2,485,423,608,356,683,324,479,538,694,510,掛網,C,對手掛網,,0,0
8,1,00:24:56,44883,44900,5,3,B,1,發短球,1,2,0,0,2,609,456,636,325,662,352,531,489,650,521,,,,,0,0
8,2,00:24:56,44900,44911,5,3,C,2,網前小球,0,2,609,456,1,607,401,621,321,650,358,558,474,650,522,,,,,0,0
8,3,00:24:57,44911,44919,5,3,B,2,推撲球,0,1,607,401,2,606,524,630,319,631,364,564,461,645,526,,,,,0,0
8,4,00:24:57,44919,44934,5,3,D,2,網前小球,1,2,606,524,1,619,407,640,327,628,394,567,464,662,532,,,,,0,0
8,5,00:24:57,44934,44962,5,3,B,3,推撲球,0,1,619,407,2,609,673,634,322,655,388,508,482,649,538,出界,B,對手出界,CD,0,0
9,1,00:25:15,45459,45472,5,4,C,1,發短球,1,2,0,0,1,679,395,636,334,735,347,624,479,660,550,,,,,0,0
9,2,00:25:15,45472,45488,5,4,B,3,推撲球,0,1,679,395,2,673,410,635,335,720,373,623,472,656,541,掛網,B,對手掛網,CD,0,0
10,1,00:25:40,46214,46228,6,4,C,1,發短球,1,2,0,0,1,610,383,574,351,671,314,662,480,623,548,,,,,0,0
10,2,00:25:40,46228,46246,6,4,A,2,網前小球,1,1,610,383,2,460,468,580,358,671,318,645,472,600,532,,,,,0,0
10,3,00:25:41,46246,46283,6,4,D,3,平球,1,2,460,468,2,858,305,574,360,653,317,687,478,480,510,出界,D,對手出界,,0,0
11,1,00:25:59,46774,46788,6,5,A,1,發短球,1,2,0,0,2,822,450,633,358,654,318,724,492,619,518,,,,,0,0
11,2,00:25:59,46788,46803,6,5,C,2,網前小球,0,2,822,450,2,667,327,655,364,668,317,739,473,628,508,,,,,0,0
11,3,00:26:00,46803,46828,6,5,B,2,網前小球,1,2,667,327,2,507,486,659,364,669,327,760,458,660,527,,,,,0,0
11,4,00:26:00,46828,46855,6,5,D,2,網前小球,1,2,507,486,2,447,387,643,354,650,308,702,506,557,520,,,,,0,0
11,5,00:26:01,46855,46876,6,5,A,2,網前小球,0,2,447,387,1,412,544,531,369,633,302,658,563,520,474,,,,,0,0
11,6,00:26:02,46876,46885,6,5,C,2,平球,1,1,412,544,2,507,353,517,354,625,309,480,558,456,439,,,,,0,0
11,7,00:26:02,46885,46909,6,5,A,2,挑球,0,2,507,353,1,481,530,512,352,618,310,398,544,500,454,,,,,0,0
11,8,00:26:03,46909,46922,6,5,C,3,殺球,0,1,481,530,2,741,302,525,354,637,308,436,550,643,494,對手落地致勝,A,落地致勝,CD,0,0
12,1,00:26:51,48345,48357,6,6,D,1,發短球,1,2,0,0,2,696,368,634,332,731,347,666,553,629,481,,,,,0,0
12,2,00:26:51,48357,48368,6,6,B,2,網前小球,0,2,696,368,2,778,468,632,336,725,357,661,546,626,475,,,,,0,0
12,3,00:26:52,48368,48385,6,6,D,2,網前小球,0,2,778,468,2,824,320,642,330,733,374,667,547,670,475,,,,,0,0
12,4,00:26:52,48385,48404,6,6,A,2,平球,1,2,824,320,1,560,540,704,316,746,370,703,548,708,476,,,,,0,0
12,5,00:26:53,48404,48412,6,6,C,2,殺球,0,1,560,540,2,600,343,772,331,610,336,655,547,609,488,,,,,0,0
12,6,00:26:53,48412,48435,6,6,B,3,網前小球,0,2,600,343,2,518,319,768,325,588,331,602,544,599,490,未過網,B,對手未過網,CD,0,0
13,1,00:27:12,48965,48977,6,7,D,1,發短球,1,2,0,0,2,604,382,574,353,665,318,627,558,654,483,,,,,0,0
13,2,00:27:12,48977,48987,6,7,A,2,網前小球,1,2,604,382,2,518,450,576,363,665,318,620,554,633,473,,,,,0,0
13,3,00:27:12,48987,49002,6,7,D,2,網前小球,1,2,518,450,1,442,345,569,368,654,316,599,552,586,462,,,,,0,0
13,4,00:27:13,49002,49022,6,7,A,2,網前小球,0,1,442,345,1,374,530,551,352,655,319,493,543,554,457,,,,,0,0
13,5,00:27:14,49022,49045,6,7,C,2,網前小球,1,1,374,530,2,661,390,538,333,662,318,432,560,526,475,,,,,0,0
13,6,00:27:14,49045,49066,6,7,A,2,網前小球,1,2,661,390,2,595,444,601,366,671,317,491,566,595,483,,,,,0,0
13,7,00:27:15,49066,49128,6,7,D,2,挑球,1,2,595,444,1,695,283,635,372,670,320,582,557,629,455,,,,,0,0
13,8,00:27:17,49128,49139,6,7,B,2,殺球,0,1,695,283,2,673,476,657,344,700,275,554,552,704,501,,,,,0,0
13,9,00:27:17,49139,49160,6,7,D,2,平球,1,2,673,476,1,796,283,658,343,705,277,563,552,717,506,,,,,0,0
13,10,00:27:18,49160,49190,6,7,B,3,網前小球,1,1,796,283,2,536,406,694,341,708,287,576,554,741,521,掛網,B,對手掛網,CD,0,0
14,1,00:27:39,49770,49780,6,8,D,1,發長球,1,2,0,0,1,758,343,638,331,735,349,664,550,625,481,,,,,0,0
14,2,00:27:39,49780,49804,6,8,B,3,平球,0,1,758,343,2,1039,484,638,333,728,357,671,545,630,477,出界,B,對手出界,CD,0,0
15,1,00:27:55,50262,50276,7,8,D,1,發短球,1,2,0,0,2,580,375,576,354,670,316,628,550,656,477,,,,,0,0
15,2,00:27:55,50276,50293,7,8,A,2,網前小球,1,2,580,375,2,470,423,581,359,670,319,620,548,634,473,,,,,0,0
15,3,00:27:56,50293,50316,7,8,D,2,網前小球,1,2,470,423,2,495,397,582,372,656,320,550,531,506,447,,,,,0,0
15,4,00:27:57,50316,50363,7,8,A,2,挑球,0,2,495,397,1,596,621,555,374,646,317,563,551,562,444,,,,,0,0
15,5,00:27:58,50363,50386,7,8,C,2,切球,0,1,596,621,2,462,356,565,317,710,321,544,621,588,517,,,,,0,0
15,6,00:27:59,50386,50418,7,8,A,2,挑球,0,2,462,356,1,818,610,563,339,706,322,557,605,580,510,,,,,0,0
15,7,00:28:00,50418,50430,7,8,C,2,殺球,0,1,818,610,2,707,309,589,325,732,317,749,620,664,516,,,,,0,0
15,8,00:28:01,50430,50445,7,8,B,2,平球,1,2,707,309,1,818,507,585,321,729,312,875,626,671,519,,,,,0,0
15,9,00:28:01,50445,50464,7,8,D,2,網前小球,0,1,818,507,2,714,370,597,320,762,318,787,604,691,519,,,,,0,0
15,10,00:28:02,50464,50477,7,8,B,2,推撲球,0,2,714,370,1,844,545,612,334,772,362,695,570,730,485,,,,,0,0
15,11,00:28:02,50477,50486,7,8,C,2,平球,0,1,844,545,1,766,355,620,326,788,355,733,560,715,484,,,,,0,0
15,12,00:28:02,50486,50497,7,8,B,2,平球,0,1,766,355,2,629,500,640,325,786,354,786,554,689,495,,,,,0,0
15,13,00:28:03,50497,50509,7,8,D,2,平球,0,2,629,500,1,632,328,649,325,788,346,774,550,650,507,,,,,0,0
15,14,00:28:03,50509,50529,7,8,A,2,網前小球,1,1,632,328,2,499,449,635,326,778,342,726,544,618,510,,,,,0,0
15,15,00:28:04,50529,50553,7,8,D,2,挑球,1,2,499,449,1,788,307,609,347,729,330,672,554,539,492,,,,,0,0
15,16,00:28:05,50553,50564,7,8,B,2,殺球,0,1,788,307,2,655,532,669,362,728,305,769,558,560,528,,,,,0,0
15,17,00:28:05,50564,50605,7,8,D,3,挑球,0,2,655,532,2,396,294,668,343,763,307,828,571,557,548,出界,D,對手出界,,0,0
16,1,00:28:32,51363,51378,8,8,B,1,發短球,1,2,0,0,2,614,435,627,320,665,350,535,491,655,520,,,,,0,0
16,2,00:28:32,51378,51390,8,8,C,2,網前小球,0,2,614,435,1,731,313,624,320,655,354,555,465,656,517,,,,,0,0
16,3,00:28:33,51390,51400,8,8,A,2,平球,1,1,731,313,1,579,487,667,313,668,352,549,466,673,520,,,,,0,0
16,4,00:28:33,51400,51406,8,8,C,3,推撲球,0,1,579,487,2,640,416,725,317,667,346,535,492,720,524,未過網,C,對手未過網,,0,0
17,1,00:28:49,51873,51890,8,9,B,1,發短球,1,2,0,0,2,778,445,659,319,625,351,621,525,719,492,,,,,0,0
17,2,00:28:49,51890,51901,8,9,D,2,網前小球,0,2,778,445,2,721,397,657,322,646,360,625,529,712,462,,,,,0,0
17,3,00:28:50,51901,51916,8,9,B,3,推撲球,1,2,721,397,2,670,405,652,324,684,371,611,538,696,456,掛網,B,對手掛網,CD,0,0
18,1,00:29:08,52469,52483,9,9,C,1,發短球,1,2,0,0,1,692,378,731,348,638,317,625,478,661,540,,,,,0,0
18,2,00:29:09,52483,52503,9,9,A,2,網前小球,0,1,692,378,2,474,503,726,363,646,318,627,477,662,541,,,,,0,0
18,3,00:29:10,52503,52520,9,9,D,2,網前小球,1,2,474,503,1,457,335,641,366,656,317,619,481,543,531,,,,,0,0
18,4,00:29:10,52520,52530,9,9,A,2,推撲球,0,1,457,335,2,458,550,536,350,626,303,700,528,474,556,,,,,0,0
18,5,00:29:11,52530,52554,9,9,D,2,網前小球,1,2,458,550,2,740,382,459,344,610,305,704,550,469,568,,,,,0,0
18,6,00:29:11,52554,52570,9,9,B,2,網前小球,1,2,740,382,1,696,429,475,343,698,358,677,559,496,522,,,,,0,0
18,7,00:29:12,52570,52591,9,9,D,2,網前小球,0,1,696,429,2,474,359,579,330,728,386,624,557,677,444,,,,,0,0
18,8,00:29:13,52591,52617,9,9,A,2,網前小球,0,2,474,359,1,408,480,591,340,740,369,596,548,768,426,,,,,0,0
18,9,00:29:13,52617,52638,9,9,C,2,網前小球,1,1,408,480,2,669,373,555,340,696,328,463,522,676,486,,,,,0,0
18,10,00:29:14,52638,52660,9,9,A,2,網前小球,1,2,669,373,1,796,569,606,368,684,328,466,543,639,475,,,,,0,0
18,11,00:29:15,52660,52670,9,9,C,2,平球,0,1,796,569,1,572,354,630,366,690,320,669,556,658,483,,,,,0,0
18,12,00:29:15,52670,52681,9,9,A,2,推撲球,0,1,572,354,1,552,500,594,356,712,316,787,554,654,491,,,,,0,0
18,13,00:29:16,52681,52690,9,9,D,2,平球,0,1,552,500,1,592,349,590,350,677,314,866,569,607,507,,,,,0,0
18,14,00:29:16,52690,52700,9,9,A,2,推撲球,0,1,592,349,2,549,521,577,345,673,314,830,575,568,514,,,,,0,0
18,15,00:29:16,52700,52719,9,9,D,2,挑球,0,2,549,521,1,533,344,594,344,667,315,743,563,527,529,,,,,0,0
18,16,00:29:17,52719,52728,9,9,A,2,推撲球,0,1,533,344,2,437,556,562,350,639,311,685,569,443,550,,,,,0,0
18,17,00:29:17,52728,52743,9,9,D,2,挑球,1,2,437,556,1,467,352,513,344,631,309,657,584,465,569,,,,,0,0
18,18,00:29:18,52743,52752,9,9,A,2,推撲球,0,1,467,352,2,567,572,530,347,642,325,649,585,484,584,,,,,0,0
18,19,00:29:18,52752,52783,9,9,D,3,平球,1,2,567,572,2,732,420,516,359,639,327,682,583,499,597,掛網,D,對手掛網,,0,0
19,1,00:29:51,53740,53754,9,10,A,1,發短球,1,2,0,0,2,636,449,662,354,642,311,541,490,656,521,,,,,0,0
19,2,00:29:51,53754,53768,9,10,C,2,網前小球,0,2,636,449,2,674,319,654,362,651,314,550,477,660,524,,,,,0,0
19,3,00:29:52,53768,53782,9,10,B,2,平球,1,2,674,319,1,524,525,659,360,652,319,567,452,659,527,,,,,0,0
19,4,00:29:52,53782,53799,9,10,D,2,平球,0,1,524,525,2,472,309,647,353,638,317,558,467,645,534,,,,,0,0
19,5,00:29:53,53799,53815,9,10,B,2,平球,0,2,472,309,1,434,504,551,346,587,319,662,500,496,541,,,,,0,0
19,6,00:29:53,53815,53826,9,10,D,2,推撲球,0,1,434,504,2,687,330,572,342,563,310,681,536,449,512,,,,,0,0
19,7,00:29:54,53826,53844,9,10,A,2,平球,1,2,687,330,1,507,551,605,329,602,304,683,549,420,503,,,,,0,0
19,8,00:29:54,53844,53857,9,10,C,2,平球,0,1,507,551,2,547,329,672,322,624,311,642,549,569,485,,,,,0,0
19,9,00:29:55,53857,53868,9,10,B,2,平球,1,2,547,329,1,642,506,687,329,582,316,505,560,604,503,,,,,0,0
19,10,00:29:55,53868,53887,9,10,D,2,網前小球,0,1,642,506,2,638,353,708,331,577,318,476,559,639,514,,,,,0,0
19,11,00:29:56,53887,53918,9,10,B,2,挑球,1,2,638,353,1,449,585,728,326,575,337,562,564,630,495,,,,,0,0
19,12,00:29:57,53918,53929,9,10,C,2,殺球,0,1,449,585,2,481,320,687,320,552,318,455,604,536,518,,,,,0,0
19,13,00:29:57,53929,53942,9,10,B,2,平球,1,2,481,320,1,497,508,688,318,557,324,366,619,559,525,,,,,0,0
19,14,00:29:58,53942,53952,9,10,D,2,推撲球,0,1,497,508,2,557,327,691,318,550,321,348,620,567,528,,,,,0,0
19,15,00:29:58,53952,53969,9,10,B,2,平球,0,2,557,327,2,759,493,688,322,552,324,410,597,558,520,,,,,0,0
19,16,00:29:58,53969,53988,9,10,D,2,網前小球,0,2,759,493,2,729,375,703,320,583,324,530,577,643,507,,,,,0,0
19,17,00:29:59,53988,53996,9,10,A,2,推撲球,1,2,729,375,1,606,489,730,353,619,338,603,565,658,485,,,,,0,0
19,18,00:29:59,53996,54013,9,10,D,3,推撲球,0,1,606,489,2,779,359,727,359,636,328,598,567,639,489,對手落地致勝,A,落地致勝,CD,0,0
20,1,00:30:27,54815,54850,9,11,D,1,發長球,1,2,0,0,2,545,300,643,324,585,349,633,549,651,479,,,,,0,0
20,2,00:30:28,54850,54898,9,11,B,2,長球,0,2,545,300,1,456,526,655,322,526,315,519,555,636,504,,,,,0,0
20,3,00:30:29,54898,54907,9,11,C,3,殺球,0,1,456,526,2,584,309,707,306,562,303,432,516,686,505,對手落地致勝,B,落地致勝,CD,0,0
21,1,00:31:53,57411,57429,9,12,D,1,發短球,1,2,0,0,2,720,375,728,354,633,317,670,554,632,487,,,,,0,0
21,2,00:31:54,57429,57446,9,12,A,2,網前小球,0,2,720,375,2,475,502,723,363,637,322,647,541,636,468,,,,,0,0
21,3,00:31:54,57446,57465,9,12,C,2,網前小球,1,2,475,502,2,498,323,702,362,640,317,550,529,604,472,,,,,0,0
21,4,00:31:55,57465,57485,9,12,B,2,網前小球,0,2,498,323,2,429,432,703,341,594,321,503,552,622,495,,,,,0,0
21,5,00:31:56,57485,57501,9,12,D,2,網前小球,1,2,429,432,2,454,314,653,348,591,319,522,555,509,472,,,,,0,0
21,6,00:31:56,57501,57519,9,12,B,2,平球,0,2,454,314,1,406,548,536,370,542,317,523,571,509,465,,,,,0,0
21,7,00:31:57,57519,57528,9,12,C,2,平球,0,1,406,548,1,690,351,621,359,578,314,458,564,528,478,,,,,0,0
21,8,00:31:57,57528,57538,9,12,A,2,網前小球,0,1,690,351,1,691,489,653,360,595,317,423,560,538,488,,,,,0,0
21,9,00:31:57,57538,57555,9,12,D,2,網前小球,0,1,691,489,2,753,387,697,342,624,317,376,557,644,495,,,,,0,0
21,10,00:31:58,57555,57582,9,12,A,2,網前小球,1,2,753,387,2,418,481,719,350,639,318,470,559,704,511,,,,,0,0
21,11,00:31:59,57582,57637,9,12,D,2,挑球,1,2,418,481,1,555,285,632,359,633,308,618,568,530,500,,,,,0,0
21,12,00:32:01,57637,57659,9,12,B,3,殺球,0,1,555,285,2,969,597,639,330,559,281,724,557,509,555,出界,B,對手出界,CD,0,0
22,1,00:32:35,58677,58694,9,13,D,1,發短球,1,2,0,0,1,563,374,650,331,579,347,629,548,656,481,,,,,0,0
22,2,00:32:36,58694,58704,9,13,B,2,網前小球,0,1,563,374,1,646,457,649,331,580,362,628,545,627,469,,,,,0,0
22,3,00:32:36,58704,58716,9,13,D,2,推撲球,0,1,646,457,2,599,326,647,322,593,369,638,542,605,469,,,,,0,0
22,4,00:32:37,58716,58730,9,13,A,2,平球,1,2,599,326,1,719,526,655,322,623,367,638,539,570,471,,,,,0,0
22,5,00:32:37,58730,58749,9,13,C,3,平球,0,1,719,526,2,776,291,639,319,689,344,700,539,558,482,對手落地致勝,B,落地致勝,CD,0,0
23,1,00:32:58,59359,59371,10,13,D,1,發短球,1,2,0,0,1,712,375,732,353,634,312,662,548,633,486,,,,,0,0
23,2,00:32:59,59371,59382,10,13,A,2,推撲球,0,1,712,375,1,540,536,726,355,637,315,654,543,641,474,,,,,0,0
23,3,00:32:59,59382,59404,10,13,C,3,平球,1,1,540,536,2,630,421,694,370,652,319,630,546,636,474,掛網,C,對手掛網,,0,0
24,1,00:33:17,59933,59949,11,13,A,1,發短球,1,2,0,0,2,785,426,629,345,657,315,728,490,627,512,,,,,0,0
24,2,00:33:18,59949,59959,11,13,C,2,網前小球,0,2,785,426,1,690,397,655,322,630,352,749,463,632,514,,,,,0,0
24,3,00:33:18,59959,59972,11,13,B,2,平球,1,1,690,397,2,586,525,648,327,682,372,763,459,641,520,,,,,0,0
