rally,ball_round,time,start_frame,end_frame,roundscore_AB,roundscore_CD,player,server,ball_type,backhand,hit_height,hit_x,hit_y,return_height,return_x,return_y,player_A_x,player_A_y,player_B_x,player_B_y,player_C_x,player_C_y,player_D_x,player_D_y,lose_reason,fault_player,score_reason,score_team,flaw,db
6,7,00:34:26,61981,62010,3,3,C,3,網前小球,0,2,794,433,2,676,428,712,314,658,342,780,476,550,512,未過網,C,對手未過網,AB,0,0
7,1,00:34:54,62845,62872,4,3,A,1,發長球,1,2,0,0,1,454,542,656,339,600,370,659,519,535,494,,,,,0,0
7,2,00:34:55,62872,62919,4,3,D,2,長球,0,1,454,542,1,579,293,634,320,603,365,645,536,515,536,,,,,0,0
7,3,00:34:57,62919,62929,4,3,A,2,殺球,0,1,579,293,2,516,543,593,287,614,344,684,546,479,565,,,,,0,0
7,4,00:34:57,62929,62943,4,3,D,2,平球,1,2,516,543,1,687,348,591,296,616,340,680,561,496,571,,,,,0,0
7,5,00:34:58,62943,62958,4,3,B,2,推撲球,0,1,687,348,2,596,542,602,300,632,344,679,541,525,557,,,,,0,0
7,6,00:34:58,62958,62983,4,3,D,2,網前小球,0,2,596,542,2,709,390,631,319,665,346,711,557,500,555,,,,,0,0
7,7,00:34:59,62983,63008,4,3,B,2,網前小球,1,2,709,390,2,592,436,636,320,682,369,710,557,470,547,,,,,0,0
7,8,00:35:00,63008,63070,4,3,D,2,挑球,1,2,592,436,1,746,294,659,313,657,370,648,474,587,468,,,,,0,0
7,9,00:35:02,63070,63087,4,3,A,2,殺球,0,1,746,294,2,547,501,754,293,609,344,764,549,552,531,,,,,0,0
7,10,00:35:02,63087,63129,4,3,D,2,挑球,1,2,547,501,1,808,287,742,308,586,348,740,548,522,546,,,,,0,0
7,11,00:35:04,63129,63151,4,3,A,2,切球,0,1,808,287,2,598,463,814,285,680,336,808,547,585,521,,,,,0,0
7,12,00:35:05,63151,63181,4,3,D,2,推撲球,0,2,598,463,2,488,309,807,296,668,346,751,528,542,516,,,,,0,0
7,13,00:35:06,63181,63199,4,3,A,2,平球,0,2,488,309,1,448,533,578,309,652,356,632,552,589,483,,,,,0,0
7,14,00:35:06,63199,63220,4,3,D,2,平球,1,1,448,533,1,486,321,532,313,665,352,662,484,512,560,,,,,0,0
7,15,00:35:07,63220,63242,4,3,A,3,殺球,0,1,486,321,2,940,596,538,326,674,342,446,560,714,504,對手落地致勝,C,落地致勝,AB,0,0
8,1,00:35:31,63940,63963,5,3,A,1,發長球,1,2,0,0,1,825,508,628,340,697,365,709,494,592,502,,,,,0,0
8,2,00:35:32,63963,63979,5,3,C,2,殺球,0,1,825,508,2,774,329,672,322,686,370,738,496,585,524,,,,,0,0
8,3,00:35:32,63979,63990,5,3,A,2,平球,1,2,774,329,1,536,495,727,317,605,348,790,562,640,511,,,,,0,0
8,4,00:35:33,63990,64019,5,3,D,3,平球,0,1,536,495,2,408,296,764,332,603,344,734,561,611,506,出界,D,對手出界,AB,0,0
9,1,00:35:54,64646,64662,6,3,A,1,發短球,1,2,0,0,2,614,452,659,343,606,370,638,518,539,500,,,,,0,0
9,2,00:35:55,64662,64672,6,3,D,2,推撲球,0,2,614,452,1,511,359,652,334,600,370,647,514,546,478,,,,,0,0
9,3,00:35:55,64672,64691,6,3,B,2,網前小球,0,1,511,359,2,446,480,626,319,617,362,616,528,606,454,,,,,0,0
9,4,00:35:56,64691,64712,6,3,C,2,平球,1,2,446,480,2,496,322,595,312,573,359,501,521,646,478,,,,,0,0
9,5,00:35:57,64712,64740,6,3,A,2,網前小球,0,2,496,322,2,504,451,564,316,619,367,550,542,699,502,,,,,0,0
9,6,00:35:58,64740,64787,6,3,C,2,挑球,1,2,504,451,1,512,287,614,318,616,356,488,504,699,487,,,,,0,0
9,7,00:35:59,64787,64803,6,3,A,2,殺球,0,1,512,287,2,598,536,532,284,599,338,480,548,680,530,,,,,0,0
9,8,00:36:00,64803,64845,6,3,C,2,挑球,1,2,598,536,1,719,292,497,292,625,349,507,556,756,546,,,,,0,0
9,9,00:36:01,64845,64862,6,3,A,2,殺球,0,1,719,292,2,818,492,718,288,714,350,618,537,841,532,,,,,0,0
9,10,00:36:02,64862,64909,6,3,D,3,挑球,1,2,818,492,2,424,287,727,290,716,342,622,550,881,534,出界,D,對手出界,AB,0,0
10,1,00:36:26,65589,65605,6,4,A,1,發短球,1,2,0,0,2,660,440,630,344,694,370,706,491,580,502,,,,,0,0
10,2,00:36:26,65605,65617,6,4,C,2,平球,1,2,660,440,1,754,321,644,338,696,367,699,469,597,502,,,,,0,0
10,3,00:36:27,65617,65627,6,4,A,2,平球,1,1,754,321,1,725,483,679,322,678,382,712,475,579,520,,,,,0,0
10,4,00:36:27,65627,65641,6,4,C,2,平球,0,1,725,483,2,789,324,695,321,624,358,730,484,544,532,,,,,0,0
10,5,00:36:28,65641,65666,6,4,A,2,挑球,1,2,789,324,1,554,553,702,314,604,354,722,492,542,538,,,,,0,0
10,6,00:36:28,65666,65679,6,4,D,2,殺球,0,1,554,553,2,485,316,719,329,544,325,702,537,530,564,,,,,0,0
10,7,00:36:29,65679,65704,6,4,B,2,平球,1,2,485,316,1,466,560,694,327,527,314,616,518,554,607,,,,,0,0
10,8,00:36:30,65704,65717,6,4,D,2,殺球,0,1,466,560,2,459,318,687,327,486,327,599,532,433,579,,,,,0,0
10,9,00:36:30,65717,65747,6,4,B,2,挑球,1,2,459,318,1,530,572,676,319,499,309,610,530,429,573,,,,,0,0
10,10,00:36:31,65747,65761,6,4,D,2,殺球,0,1,530,572,2,448,308,685,322,498,321,570,503,465,591,,,,,0,0
10,11,00:36:32,65761,65792,6,4,B,2,挑球,1,2,448,308,1,539,586,682,314,500,313,581,506,532,602,,,,,0,0
10,12,00:36:33,65792,65806,6,4,D,2,殺球,0,1,539,586,2,704,335,672,324,489,315,618,536,499,590,,,,,0,0
10,13,00:36:33,65806,65823,6,4,A,2,網前小球,1,2,704,335,1,549,440,693,331,502,323,589,524,529,614,,,,,0,0
10,14,00:36:34,65823,65829,6,4,C,3,推撲球,1,1,549,440,2,615,334,680,322,505,331,562,463,511,588,對手落地致勝,A,落地致勝,CD,0,0
11,1,00:36:52,66376,66386,7,4,C,1,發短球,1,2,0,0,1,633,377,575,354,676,347,659,513,566,476,,,,,0,0
11,2,00:36:52,66386,66398,7,4,A,2,推撲球,1,1,633,377,2,496,533,570,364,662,350,647,535,569,474,,,,,0,0
11,3,00:36:53,66398,66440,7,4,C,2,挑球,1,2,496,533,1,678,292,580,376,682,334,609,548,626,478,,,,,0,0
11,4,00:36:54,66440,66452,7,4,B,2,殺球,0,1,678,292,2,778,500,654,344,683,292,602,542,778,538,,,,,0,0
11,5,00:36:55,66452,66475,7,4,D,2,網前小球,1,2,778,500,2,835,376,667,339,682,290,619,557,814,550,,,,,0,0
11,6,00:36:55,66475,66484,7,4,A,2,平球,1,2,835,376,1,850,511,764,350,691,310,670,545,811,531,,,,,0,0
11,7,00:36:56,66484,66498,7,4,D,2,平球,0,1,850,511,2,710,338,793,353,654,320,680,549,812,529,,,,,0,0
11,8,00:36:56,66498,66521,7,4,A,2,網前小球,0,2,710,338,2,619,440,812,341,620,340,826,529,657,536,,,,,0,0
11,9,00:36:57,66521,66548,7,4,C,2,網前小球,1,2,619,440,2,832,382,740,326,590,337,603,488,749,496,,,,,0,0
11,10,00:36:58,66548,66575,7,4,A,2,平球,1,2,832,382,2,873,511,760,352,584,338,638,519,708,461,,,,,0,0
11,11,00:36:59,66575,66595,7,4,C,2,網前小球,0,2,873,511,1,819,382,764,356,582,324,800,542,644,499,,,,,0,0
11,12,00:36:59,66595,66605,7,4,A,2,推撲球,1,1,819,382,2,708,522,745,368,634,312,750,526,572,512,,,,,0,0
11,13,00:37:00,66605,66615,7,4,C,2,平球,1,2,708,522,1,706,369,767,368,677,304,728,536,497,526,,,,,0,0
11,14,00:37:00,66615,66628,7,4,A,2,平球,0,1,706,369,2,575,544,762,371,667,316,721,542,440,550,,,,,0,0
11,15,00:37:00,66628,66639,7,4,D,2,平球,0,2,575,544,1,673,358,746,365,656,309,722,548,448,553,,,,,0,0
11,16,00:37:01,66639,66658,7,4,A,3,殺球,0,1,673,358,2,552,589,662,356,664,319,688,542,431,550,對手落地致勝,C,落地致勝,AB,0,0
12,1,00:37:30,67503,67521,8,4,B,1,發短球,1,2,0,0,2,625,437,654,326,659,355,655,510,545,499,,,,,0,0
12,2,00:37:30,67521,67538,8,4,D,2,推撲球,0,2,625,437,1,800,340,650,325,650,357,646,507,557,484,,,,,0,0
12,3,00:37:31,67538,67551,8,4,A,2,平球,1,1,800,340,1,872,520,713,338,673,375,652,513,637,457,,,,,0,0
12,4,00:37:31,67551,67571,8,4,C,3,平球,0,1,872,520,2,1014,340,747,345,654,362,678,526,658,471,出界,C,對手出界,AB,0,0
13,1,00:37:53,68204,68218,9,4,B,1,發短球,1,2,0,0,2,655,438,662,323,632,358,708,490,585,504,,,,,0,0
13,2,00:37:53,68218,68230,9,4,C,2,網前小球,1,2,655,438,2,656,395,668,317,638,361,706,480,598,491,,,,,0,0
13,3,00:37:54,68230,68253,9,4,B,2,網前小球,1,2,656,395,2,417,444,679,327,650,372,699,446,604,528,,,,,0,0
13,4,00:37:55,68253,68296,9,4,C,2,挑球,1,2,417,444,1,608,292,642,317,603,378,537,472,512,523,,,,,0,0
13,5,00:37:56,68296,68316,9,4,A,2,切球,0,1,608,292,2,681,506,610,290,622,337,511,538,743,553,,,,,0,0
13,6,00:37:57,68316,68357,9,4,C,2,挑球,0,2,681,506,1,541,290,622,296,658,350,595,541,819,534,,,,,0,0
13,7,00:37:58,68357,68368,9,4,A,2,殺球,0,1,541,290,2,709,531,547,285,602,328,498,542,685,537,,,,,0,0
13,8,00:37:58,68368,68386,9,4,D,2,挑球,0,2,709,531,1,605,346,525,288,627,342,497,541,709,544,,,,,0,0
13,9,00:37:59,68386,68396,9,4,B,2,殺球,0,1,605,346,2,454,511,609,302,640,352,552,543,761,549,,,,,0,0
13,10,00:37:59,68396,68414,9,4,C,2,網前小球,1,2,454,511,2,455,350,608,302,594,345,556,537,795,556,,,,,0,0
13,11,00:38:00,68414,68433,9,4,B,2,網前小球,0,2,455,350,2,436,450,581,304,569,349,521,538,752,554,,,,,0,0
13,12,00:38:01,68433,68462,9,4,C,3,推撲球,1,2,436,450,2,417,298,578,306,550,342,476,499,682,549,出界,C,對手出界,AB,0,0
14,1,00:38:33,69399,69415,10,4,B,1,發短球,1,2,0,0,2,631,446,650,323,649,356,651,508,551,499,,,,,0,0
14,2,00:38:33,69415,69423,10,4,D,2,網前小球,0,2,631,446,1,658,370,645,318,634,364,640,516,543,477,,,,,0,0
14,3,00:38:34,69423,69435,10,4,B,2,推撲球,0,1,658,370,2,670,508,632,323,652,377,628,520,574,455,,,,,0,0
14,4,00:38:34,69435,69493,10,4,C,3,挑球,1,2,670,508,2,778,266,640,328,662,371,640,527,592,460,出界,C,對手出界,AB,0,0
15,1,00:38:54,70021,70037,10,5,B,1,發短球,1,2,0,0,2,824,435,657,318,629,356,705,490,595,504,,,,,0,0
15,2,00:38:54,70037,70058,10,5,C,2,推撲球,0,2,824,435,2,852,332,664,322,679,361,743,455,583,512,,,,,0,0
15,3,00:38:55,70058,70086,10,5,A,2,網前小球,1,2,852,332,2,514,456,754,318,658,365,786,468,647,545,,,,,0,0
15,4,00:38:56,70086,70102,10,5,D,2,網前小球,1,2,514,456,2,667,394,717,310,640,357,748,524,535,505,,,,,0,0
15,5,00:38:56,70102,70116,10,5,B,2,網前小球,1,2,667,394,1,556,434,699,332,640,377,639,530,586,478,,,,,0,0
15,6,00:38:57,70116,70124,10,5,D,2,推撲球,1,1,556,434,2,683,330,677,314,637,375,611,539,591,474,,,,,0,0
15,7,00:38:57,70124,70172,10,5,A,3,網前小球,1,2,683,330,2,438,374,681,331,636,383,616,519,584,449,未過網,A,對手未過網,CD,0,0
16,1,00:39:22,70868,70884,11,5,D,1,發短球,1,2,0,0,2,692,378,724,352,598,349,646,542,594,482,,,,,0,0
16,2,00:39:22,70884,70904,11,5,A,2,網前小球,0,2,692,378,2,503,431,726,371,599,353,651,552,599,479,,,,,0,0
16,3,00:39:23,70904,70919,11,5,D,2,網前小球,1,2,503,431,1,604,394,711,357,603,328,527,538,572,464,,,,,0,0
16,4,00:39:23,70919,70929,11,5,A,3,推撲球,0,1,604,394,2,643,547,685,371,598,328,564,545,550,486,對手落地致勝,D,落地致勝,AB,0,0
17,1,00:40:34,73036,73052,11,6,A,1,發短球,1,2,0,0,2,611,439,661,342,603,366,657,515,539,502,,,,,0,0
17,2,00:40:35,73052,73081,11,6,D,3,網前小球,0,2,611,439,2,635,400,648,335,613,366,646,515,556,484,對手落地致勝,B,落地致勝,CD,0,0
18,1,00:40:51,73556,73573,11,7,C,1,發短球,1,2,0,0,1,583,388,650,339,567,346,658,515,569,472,,,,,0,0
18,2,00:40:52,73573,73584,11,7,B,2,推撲球,0,1,583,388,2,494,527,642,338,572,361,644,527,573,466,,,,,0,0
18,3,00:40:52,73584,73605,11,7,C,2,網前小球,1,2,494,527,2,465,340,639,322,596,382,612,535,596,477,,,,,0,0
18,4,00:40:53,73605,73636,11,7,A,2,挑球,0,2,465,340,1,386,575,554,324,659,368,532,531,663,489,,,,,0,0
18,5,00:40:54,73636,73647,11,7,C,2,殺球,0,1,386,575,2,544,310,533,314,697,327,389,572,651,515,,,,,0,0
18,6,00:40:54,73647,73660,11,7,A,2,平球,1,2,544,310,1,484,499,528,312,703,318,356,633,593,514,,,,,0,0
18,7,00:40:55,73660,73680,11,7,D,2,網前小球,0,1,484,499,2,614,343,540,308,694,316,404,590,542,509,,,,,0,0
18,8,00:40:56,73680,73730,11,7,A,3,挑球,1,2,614,343,2,558,662,532,322,708,319,573,568,559,496,出界,A,對手出界,CD,0,0
19,1,00:41:09,74081,74100,12,7,C,1,發短球,1,2,0,0,2,653,374,728,350,603,350,632,514,698,483,,,,,0,0
19,2,00:41:10,74100,74122,12,7,A,2,網前小球,0,2,653,374,2,443,484,725,366,610,350,634,531,692,468,,,,,0,0
19,3,00:41:10,74122,74173,12,7,C,3,挑球,1,2,443,484,2,691,266,690,358,584,346,506,537,671,476,出界,C,對手出界,AB,0,0
20,1,00:41:29,74692,74708,12,8,B,1,發短球,1,2,0,0,2,658,454,657,322,628,363,617,514,716,514,,,,,0,0
20,2,00:41:30,74708,74724,12,8,D,2,推撲球,1,2,658,454,2,821,338,666,321,638,380,635,502,734,482,,,,,0,0
20,3,00:41:30,74724,74737,12,8,A,2,平球,1,2,821,338,1,536,504,723,332,722,378,685,506,686,456,,,,,0,0
20,4,00:41:31,74737,74753,12,8,C,2,平球,1,1,536,504,1,555,315,724,328,690,368,684,516,636,472,,,,,0,0
20,5,00:41:31,74753,74763,12,8,A,2,平球,0,1,555,315,1,778,486,637,317,649,350,538,530,630,484,,,,,0,0
20,6,00:41:32,74763,74772,12,8,D,2,平球,0,1,778,486,1,691,353,590,310,678,358,524,522,678,496,,,,,0,0
20,7,00:41:32,74772,74787,12,8,B,3,平球,0,1,691,353,2,400,376,598,310,699,344,528,557,720,524,未過網,B,對手未過網,CD,0,0
21,1,00:41:53,75417,75449,13,8,D,1,發長球,1,2,0,0,1,472,307,658,329,580,349,613,538,664,485,,,,,0,0
21,2,00:41:54,75449,75465,13,8,B,2,平球,0,1,472,307,1,668,575,626,338,525,310,536,572,699,524,,,,,0,0
21,3,00:41:55,75465,75489,13,8,C,3,網前小球,0,1,668,575,2,601,433,467,292,621,336,560,575,752,564,掛網,C,對手掛網,AB,0,0
22,1,00:42:21,76249,76267,14,8,A,1,發短球,1,2,0,0,2,592,440,656,340,599,373,537,496,676,506,,,,,0,0
22,2,00:42:22,76267,76282,14,8,C,2,網前小球,1,2,592,440,2,810,376,664,326,608,364,593,466,676,501,,,,,0,0
22,3,00:42:22,76282,76317,14,8,B,2,挑球,1,2,810,376,1,866,598,697,330,712,386,619,486,724,485,,,,,0,0
22,4,00:42:23,76317,76349,14,8,C,2,長球,0,1,866,598,1,785,302,694,323,800,354,771,584,711,505,,,,,0,0
22,5,00:42:24,76349,76359,14,8,B,2,殺球,0,1,785,302,2,572,496,788,298,770,335,780,582,548,517,,,,,0,0
22,6,00:42:25,76359,76373,14,8,D,2,平球,0,2,572,496,1,639,347,822,308,727,350,770,584,493,524,,,,,0,0
22,7,00:42:25,76373,76390,14,8,B,2,網前小球,0,1,639,347,2,595,470,781,313,643,346,723,551,485,564,,,,,0,0
22,8,00:42:26,76390,76408,14,8,D,2,網前小球,0,2,595,470,2,503,370,704,315,595,344,644,520,520,530,,,,,0,0
22,9,00:42:26,76408,76422,14,8,B,2,網前小球,0,2,503,370,1,472,467,618,302,603,370,634,506,512,502,,,,,0,0
22,10,00:42:27,76422,76432,14,8,D,2,殺球,0,1,472,467,2,592,320,565,305,576,370,600,542,460,490,,,,,0,0
22,11,00:42:27,76432,76461,14,8,A,2,網前小球,1,2,592,320,2,810,472,614,315,592,372,553,558,471,494,,,,,0,0
22,12,00:42:28,76461,76489,14,8,C,2,挑球,0,2,810,472,1,808,316,676,316,656,356,722,512,644,473,,,,,0,0
22,13,00:42:29,76489,76509,14,8,A,3,殺球,0,1,808,316,2,392,578,761,314,697,355,744,551,577,498,對手落地致勝,D,落地致勝,AB,0,0
23,1,00:43:17,77918,77936,14,9,A,1,發短球,1,2,0,0,2,674,440,624,340,705,370,614,522,732,490,,,,,0,0
23,2,00:43:17,77936,77949,14,9,D,2,網前小球,1,2,674,440,2,637,389,662,328,695,368,647,500,746,477,,,,,0,0
23,3,00:43:18,77949,77962,14,9,B,2,網前小球,0,2,637,389,2,625,478,647,319,660,382,644,527,693,454,,,,,0,0
23,4,00:43:18,77962,77981,14,9,C,2,平球,1,2,625,478,2,777,330,648,318,664,366,644,512,608,463,,,,,0,0
23,5,00:43:19,77981,78020,14,9,A,2,挑球,1,2,777,330,2,368,615,727,324,694,366,669,530,651,480,,,,,0,0
23,6,00:43:20,78020,78064,14,9,C,2,長球,1,2,368,615,1,560,293,622,314,639,356,524,599,623,498,,,,,0,0
23,7,00:43:22,78064,78079,14,9,A,2,殺球,0,1,560,293,2,788,520,560,290,608,344,519,543,724,542,,,,,0,0
23,8,00:43:22,78079,78117,14,9,D,2,挑球,1,2,788,520,1,802,290,548,301,638,346,555,545,794,543,,,,,0,0
23,9,00:43:23,78117,78128,14,9,A,2,殺球,0,1,802,290,2,870,511,808,288,730,343,633,537,884,551,,,,,0,0
23,10,00:43:24,78128,78141,14,9,D,2,平球,1,2,870,511,1,805,352,842,285,729,340,652,547,918,550,,,,,0,0
23,11,00:43:24,78141,78149,14,9,B,2,平球,0,1,805,352,2,733,528,824,288,732,338,653,539,914,546,,,,,0,0
23,12,00:43:24,78149,78165,14,9,C,2,平球,0,2,733,528,1,562,348,769,291,748,333,664,544,868,553,,,,,0,0
23,13,00:43:25,78165,78187,14,9,B,2,網前小球,0,1,562,348,2,412,471,669,293,675,368,620,543,814,526,,,,,0,0
23,14,00:43:26,78187,78212,14,9,C,2,平球,1,2,412,471,2,448,322,622,311,551,352,477,515,698,498,,,,,0,0
23,15,00:43:27,78212,78244,14,9,A,2,長球,0,2,448,322,1,704,568,544,309,605,363,450,515,714,515,,,,,0,0
23,16,00:43:28,78244,78257,14,9,D,2,殺球,0,1,704,568,2,803,324,598,327,711,346,529,546,665,585,,,,,0,0
23,17,00:43:28,78257,78280,14,9,B,2,網前小球,1,2,803,324,2,706,437,636,327,752,314,626,524,682,629,,,,,0,0
23,18,00:43:29,78280,78292,14,9,C,2,網前小球,1,2,706,437,1,788,385,648,342,782,314,705,480,718,601,,,,,0,0
23,19,00:43:29,78292,78314,14,9,A,2,網前小球,1,1,788,385,2,452,508,704,364,742,320,712,458,662,564,,,,,0,0
23,20,00:43:30,78314,78336,14,9,D,2,網前小球,1,2,452,508,2,521,381,800,410,640,326,690,475,550,549,,,,,0,0
23,21,00:43:31,78336,78355,14,9,A,2,推撲球,0,2,521,381,1,403,560,646,383,619,338,658,528,508,506,,,,,0,0
23,22,00:43:31,78355,78392,14,9,C,2,長球,1,1,403,560,1,758,289,524,359,620,335,544,562,562,469,,,,,0,0
23,23,00:43:33,78392,78406,14,9,B,2,殺球,0,1,758,289,2,641,511,635,338,752,287,553,554,762,528,,,,,0,0
23,24,00:43:33,78406,78421,14,9,C,2,平球,0,2,641,511,1,760,330,685,334,777,283,595,530,809,523,,,,,0,0
23,25,00:43:34,78421,78430,14,9,A,2,平球,1,1,760,330,1,775,475,694,331,756,283,596,528,788,514,,,,,0,0
