rally,ball_round,time,start_frame,end_frame,roundscore_AB,roundscore_CD,player,server,ball_type,backhand,hit_height,hit_x,hit_y,return_height,return_x,return_y,player_A_x,player_A_y,player_B_x,player_B_y,player_C_x,player_C_y,player_D_x,player_D_y,lose_reason,fault_player,score_reason,score_team,flaw,db
6,2,00:12:53,23198,23212,2,4,D,2,網前小球,1,2,610,386,2,584,446,631,525,569,463,640,340,570,358,,,,,0,0
6,3,00:12:53,23212,23228,2,4,B,2,網前小球,0,2,584,446,2,522,361,607,542,561,476,635,336,598,376,,,,,0,0
6,4,00:12:54,23228,23242,2,4,C,2,平球,0,2,522,361,2,458,545,608,547,559,474,575,343,652,373,,,,,0,0
6,5,00:12:54,23242,23289,2,4,A,3,網前小球,1,2,458,545,2,901,394,586,557,624,478,586,332,674,359,出界,A,對手出界,CD,0,0
7,1,00:13:14,23820,23846,3,4,D,3,發短球,1,2,0,0,2,681,408,713,494,589,504,653,319,616,364,掛網,D,對手掛網,AB,0,0
8,1,00:13:32,24371,24383,3,5,B,1,發短球,1,2,0,0,2,659,380,629,543,631,481,715,355,600,342,,,,,0,0
8,2,00:13:32,24383,24407,3,5,C,2,網前小球,0,2,659,380,2,418,493,625,534,644,476,710,370,601,346,,,,,0,0
8,3,00:13:33,24407,24435,3,5,A,2,挑球,1,2,418,493,1,496,303,503,533,595,482,688,356,534,344,,,,,0,0
8,4,00:13:34,24435,24448,3,5,D,2,殺球,0,1,496,303,2,732,514,452,551,704,530,633,320,496,301,,,,,0,0
8,5,00:13:34,24448,24472,3,5,B,2,平球,1,2,732,514,1,545,302,476,562,737,541,635,335,472,294,,,,,0,0
8,6,00:13:35,24472,24486,3,5,D,2,殺球,0,1,545,302,2,598,520,524,553,753,548,639,347,537,296,,,,,0,0
8,7,00:13:36,24486,24514,3,5,A,2,網前小球,1,2,598,520,2,816,375,553,544,779,548,541,308,644,334,,,,,0,0
8,8,00:13:37,24514,24551,3,5,C,2,挑球,1,2,816,375,1,419,608,630,554,714,483,730,356,572,335,,,,,0,0
8,9,00:13:38,24551,24565,3,5,A,2,殺球,0,1,419,608,2,555,336,480,594,598,500,664,322,474,321,,,,,0,0
8,10,00:13:38,24565,24580,3,5,D,2,平球,1,2,555,336,1,556,554,434,611,597,502,628,317,466,334,,,,,0,0
8,11,00:13:39,24580,24607,3,5,A,2,網前小球,0,1,556,554,2,789,376,512,580,629,506,640,320,512,337,,,,,0,0
8,12,00:13:40,24607,24650,3,5,C,2,挑球,1,2,789,376,1,875,617,622,556,658,476,716,347,623,364,,,,,0,0
8,13,00:13:41,24650,24678,3,5,A,2,切球,0,1,875,617,2,688,373,809,626,680,513,771,319,605,329,,,,,0,0
8,14,00:13:42,24678,24726,3,5,C,2,挑球,1,2,688,373,1,933,629,742,619,649,487,695,341,581,350,,,,,0,0
8,15,00:13:44,24726,24753,3,5,A,2,切球,0,1,933,629,2,767,381,861,623,703,515,799,322,621,331,,,,,0,0
8,16,00:13:45,24753,24801,3,5,C,2,挑球,1,2,767,381,1,508,620,762,590,674,493,727,344,587,346,,,,,0,0
8,17,00:13:46,24801,24811,3,5,A,2,殺球,0,1,508,620,2,485,330,490,619,555,508,658,322,494,328,,,,,0,0
8,18,00:13:47,24811,24831,3,5,D,2,平球,1,2,485,330,1,421,498,512,634,562,500,654,322,479,322,,,,,0,0
8,19,00:13:47,24831,24843,3,5,B,2,推撲球,0,1,421,498,2,610,320,522,585,490,508,632,320,449,328,,,,,0,0
8,20,00:13:48,24843,24872,3,5,C,2,網前小球,0,2,610,320,2,670,441,548,564,431,494,632,317,454,315,,,,,0,0
8,21,00:13:49,24872,24903,3,5,A,2,網前小球,1,2,670,441,2,828,383,695,495,495,491,712,332,539,332,,,,,0,0
8,22,00:13:50,24903,24950,3,5,C,2,挑球,1,2,828,383,1,859,632,688,478,559,563,748,356,648,377,,,,,0,0
8,23,00:13:51,24950,24962,3,5,B,2,殺球,0,1,859,632,2,742,339,677,522,825,637,741,328,598,334,,,,,0,0
8,24,00:13:52,24962,24976,3,5,C,2,平球,1,2,742,339,1,867,528,673,520,876,638,724,328,607,332,,,,,0,0
8,25,00:13:52,24976,24988,3,5,A,2,平球,0,1,867,528,1,611,318,742,529,788,621,727,327,591,329,,,,,0,0
8,26,00:13:52,24988,25006,3,5,D,2,網前小球,1,1,611,318,1,514,469,827,531,716,586,746,323,598,326,,,,,0,0
8,27,00:13:53,25006,25015,3,5,B,2,平球,1,1,514,469,1,567,346,812,530,573,505,712,325,569,337,,,,,0,0
8,28,00:13:53,25015,25040,3,5,D,2,平球,0,1,567,346,2,434,601,772,529,533,494,651,321,568,348,,,,,0,0
8,29,00:13:54,25040,25066,3,5,A,2,切球,1,2,434,601,2,415,384,574,589,522,490,614,315,598,358,,,,,0,0
8,30,00:13:55,25066,25090,3,5,D,2,網前小球,0,2,415,384,2,446,443,538,604,588,496,547,325,472,372,,,,,0,0
8,31,00:13:56,25090,25136,3,5,B,2,挑球,1,2,446,443,1,561,286,635,568,488,474,616,311,533,378,,,,,0,0
8,32,00:13:57,25136,25149,3,5,C,2,殺球,0,1,561,286,1,581,506,674,543,477,537,569,282,627,340,,,,,0,0
8,33,00:13:58,25149,25159,3,5,A,2,平球,1,1,581,506,1,680,357,653,538,488,546,550,274,627,340,,,,,0,0
8,34,00:13:58,25159,25173,3,5,D,2,平球,0,1,680,357,2,646,520,668,533,506,543,607,290,670,356,,,,,0,0
8,35,00:13:59,25173,25195,3,5,A,2,網前小球,1,2,646,520,2,524,375,690,532,534,542,604,299,728,352,,,,,0,0
8,36,00:13:59,25195,25219,3,5,C,2,網前小球,0,2,524,375,2,808,440,683,551,551,506,561,342,676,362,,,,,0,0
8,37,00:14:00,25219,25266,3,5,B,2,挑球,0,2,808,440,1,786,292,700,565,705,458,601,335,678,358,,,,,0,0
8,38,00:14:02,25266,25280,3,5,C,3,殺球,0,1,786,292,2,800,560,588,536,863,550,776,290,693,333,對手落地致勝,B,落地致勝,CD,0,0
9,1,00:14:44,26538,26558,4,5,C,1,發短球,1,2,0,0,2,612,438,664,525,538,494,652,336,584,368,,,,,0,0
9,2,00:14:45,26558,26579,4,5,B,2,網前小球,0,2,612,438,2,832,348,658,533,553,464,642,330,610,362,,,,,0,0
9,3,00:14:45,26579,26611,4,5,C,2,網前小球,1,2,832,348,2,419,464,641,549,613,464,728,327,664,367,,,,,0,0
9,4,00:14:47,26611,26654,4,5,B,2,挑球,1,2,419,464,1,759,286,502,537,556,487,670,316,596,360,,,,,0,0
9,5,00:14:48,26654,26667,4,5,C,2,殺球,0,1,759,286,2,882,556,764,556,469,538,752,287,673,340,,,,,0,0
9,6,00:14:48,26667,26682,4,5,A,2,平球,1,2,882,556,1,760,344,818,572,492,543,786,284,700,334,,,,,0,0
9,7,00:14:49,26682,26702,4,5,D,2,切球,0,1,760,344,2,638,471,812,562,576,560,755,294,752,336,,,,,0,0
9,8,00:14:50,26702,26750,4,5,A,2,挑球,1,2,638,471,1,718,285,750,506,533,529,722,321,786,340,,,,,0,0
9,9,00:14:51,26750,26766,4,5,C,2,殺球,0,1,718,285,2,738,509,743,542,548,542,705,280,638,339,,,,,0,0
9,10,00:14:52,26766,26802,4,5,A,2,挑球,1,2,738,509,1,808,296,728,534,538,531,704,294,653,339,,,,,0,0
9,11,00:14:53,26802,26856,4,5,C,2,長球,0,1,808,296,1,528,627,796,547,549,531,793,299,708,358,,,,,0,0
9,12,00:14:55,26856,26867,4,5,B,2,殺球,0,1,528,627,1,604,332,609,524,507,632,676,326,525,322,,,,,0,0
9,13,00:14:55,26867,26872,4,5,C,3,平球,0,1,604,332,2,618,407,600,522,514,636,657,326,508,317,未過網,C,對手未過網,AB,0,0
10,1,00:15:16,27481,27499,4,6,A,1,發短球,1,2,0,0,2,607,372,654,512,583,465,650,340,562,347,,,,,0,0
10,2,00:15:16,27499,27510,4,6,D,2,網前小球,1,2,607,372,1,480,466,632,524,570,462,638,344,571,356,,,,,0,0
10,3,00:15:17,27510,27528,4,6,B,2,網前小球,1,1,480,466,2,754,355,592,540,552,476,622,338,575,385,,,,,0,0
10,4,00:15:17,27528,27544,4,6,C,2,網前小球,1,2,754,355,1,500,448,600,547,587,481,652,332,624,366,,,,,0,0
10,5,00:15:18,27544,27560,4,6,B,3,網前小球,1,1,500,448,2,377,421,592,554,652,463,678,320,609,364,未過網,B,對手未過網,CD,0,0
11,1,00:15:40,28201,28233,5,6,D,1,發長球,1,2,0,0,1,875,562,715,488,588,503,664,310,616,359,,,,,0,0
11,2,00:15:41,28233,28248,5,6,A,2,殺球,0,1,875,562,2,674,316,785,542,616,501,716,302,582,330,,,,,0,0
11,3,00:15:41,28248,28263,5,6,C,2,網前小球,1,2,674,316,1,563,482,824,595,641,504,710,303,580,324,,,,,0,0
11,4,00:15:42,28263,28272,5,6,B,2,平球,0,1,563,482,2,558,338,763,608,567,500,652,310,579,320,,,,,0,0
11,5,00:15:42,28272,28276,5,6,D,3,平球,0,2,558,338,2,747,359,690,590,538,498,652,320,573,340,未過網,D,對手未過網,AB,0,0
12,1,00:16:13,29193,29209,5,7,B,1,發短球,1,2,0,0,2,662,384,627,546,631,486,718,358,608,344,,,,,0,0
12,2,00:16:13,29209,29228,5,7,C,2,網前小球,0,2,662,384,2,638,451,634,550,625,484,717,373,602,341,,,,,0,0
12,3,00:16:14,29228,29277,5,7,B,3,挑球,0,2,638,451,2,878,294,622,548,595,484,704,380,632,320,出界,B,對手出界,CD,0,0
13,1,00:16:29,29696,29712,6,7,C,1,發短球,1,2,0,0,1,503,435,651,513,536,495,657,340,579,362,,,,,0,0
13,2,00:16:30,29712,29730,6,7,B,2,網前小球,1,1,503,435,2,723,340,656,517,558,476,642,326,583,357,,,,,0,0
13,3,00:16:31,29730,29760,6,7,C,2,挑球,1,2,723,340,1,874,598,635,530,574,445,685,336,572,370,,,,,0,0
13,4,00:16:32,29760,29772,6,7,A,2,殺球,0,1,874,598,2,658,325,751,588,684,495,753,310,589,344,,,,,0,0
13,5,00:16:32,29772,29785,6,7,D,2,平球,1,2,658,325,2,729,488,886,633,682,502,741,304,608,326,,,,,0,0
13,6,00:16:32,29785,29808,6,7,B,2,網前小球,0,2,729,488,2,790,356,820,645,644,507,709,295,594,310,,,,,0,0
13,7,00:16:33,29808,29850,6,7,C,2,挑球,1,2,790,356,1,930,622,670,573,642,488,742,336,579,331,,,,,0,0
13,8,00:16:35,29850,29878,6,7,A,2,切球,0,1,930,622,2,820,382,881,623,710,507,792,314,622,328,,,,,0,0
13,9,00:16:35,29878,29926,6,7,C,2,挑球,1,2,820,382,1,842,627,807,619,696,495,741,348,610,354,,,,,0,0
13,10,00:16:37,29926,29949,6,7,A,2,切球,0,1,842,627,2,682,379,805,623,676,517,770,316,607,327,,,,,0,0
13,11,00:16:38,29949,29995,6,7,C,2,挑球,1,2,682,379,1,707,635,754,625,641,506,701,346,604,344,,,,,0,0
13,12,00:16:39,29995,30021,6,7,A,2,切球,0,1,707,635,2,609,382,649,633,588,524,705,326,550,333,,,,,0,0
13,13,00:16:40,30021,30063,6,7,D,2,挑球,1,2,609,382,1,870,634,647,617,587,506,683,341,560,350,,,,,0,0
13,14,00:16:42,30063,30091,6,7,A,2,挑球,0,1,870,634,2,830,384,821,638,639,514,745,326,597,338,,,,,0,0
13,15,00:16:43,30091,30135,6,7,C,2,挑球,1,2,830,384,1,838,613,728,618,666,511,757,346,593,346,,,,,0,0
13,16,00:16:44,30135,30151,6,7,A,2,殺球,0,1,838,613,2,686,338,780,611,647,520,748,332,602,322,,,,,0,0
13,17,00:16:45,30151,30180,6,7,C,2,網前小球,1,2,686,338,2,478,447,810,607,652,496,718,330,568,324,,,,,0,0
13,18,00:16:46,30180,30201,6,7,B,2,平球,1,2,478,447,1,474,338,591,583,569,467,640,314,568,354,,,,,0,0
13,19,00:16:46,30201,30214,6,7,C,2,平球,0,1,474,338,2,455,560,594,578,531,470,551,325,550,381,,,,,0,0
13,20,00:16:47,30214,30243,6,7,A,2,網前小球,1,2,455,560,2,495,363,559,569,583,479,553,327,620,369,,,,,0,0
13,21,00:16:48,30243,30282,6,7,C,2,挑球,0,2,495,363,1,476,589,585,568,560,484,545,334,701,364,,,,,0,0
13,22,00:16:49,30282,30291,6,7,A,2,殺球,0,1,476,589,2,708,323,428,586,554,520,548,315,698,336,,,,,0,0
13,23,00:16:49,30291,30314,6,7,D,2,平球,1,2,708,323,1,480,520,440,599,565,506,559,314,710,322,,,,,0,0
13,24,00:16:50,30314,30340,6,7,A,2,網前小球,1,1,480,520,2,866,396,534,567,619,500,577,320,718,325,,,,,0,0
13,25,00:16:51,30340,30389,6,7,D,2,挑球,1,2,866,396,1,502,586,608,555,670,475,652,323,738,364,,,,,0,0
13,26,00:16:52,30389,30401,6,7,A,2,殺球,0,1,502,586,2,650,326,441,604,602,506,563,320,744,328,,,,,0,0
13,27,00:16:53,30401,30422,6,7,C,2,平球,1,2,650,326,1,465,527,471,620,612,500,584,328,737,317,,,,,0,0
13,28,00:16:54,30422,30433,6,7,A,2,平球,1,1,465,527,1,666,346,517,563,688,502,582,324,749,332,,,,,0,0
13,29,00:16:54,30433,30445,6,7,D,2,平球,0,1,666,346,2,470,518,527,541,666,495,571,332,721,345,,,,,0,0
13,30,00:16:54,30445,30463,6,7,A,2,平球,1,2,470,518,1,496,354,545,536,706,494,599,323,701,353,,,,,0,0
13,31,00:16:55,30463,30480,6,7,D,2,網前小球,0,1,496,354,2,447,440,516,532,741,532,572,323,578,367,,,,,0,0
13,32,00:16:56,30480,30507,6,7,A,2,網前小球,1,2,447,440,2,800,362,463,490,773,550,579,333,498,366,,,,,0,0
13,33,00:16:56,30507,30538,6,7,C,2,挑球,1,2,800,362,1,764,538,496,507,744,520,695,338,593,379,,,,,0,0
13,34,00:16:57,30538,30551,6,7,A,2,殺球,0,1,764,538,2,761,300,715,551,670,480,796,368,614,327,,,,,0,0
13,35,00:16:58,30551,30575,6,7,D,2,網前小球,1,2,761,300,2,736,434,813,543,688,469,797,364,661,304,,,,,0,0
13,36,00:16:59,30575,30603,6,7,B,2,網前小球,1,2,736,434,2,628,352,802,548,769,458,796,364,716,281,,,,,0,0
13,37,00:17:00,30603,30651,6,7,C,2,挑球,0,2,628,352,1,445,603,682,544,721,441,752,367,653,305,,,,,0,0
13,38,00:17:01,30651,30688,6,7,A,2,長球,0,1,445,603,2,828,292,443,609,565,538,527,320,700,337,,,,,0,0
13,39,00:17:02,30688,30712,6,7,D,3,切球,1,2,828,292,2,775,382,588,579,691,507,635,333,772,299,未過網,D,對手未過網,AB,0,0
14,1,00:18:04,32533,32552,7,7,A,1,發短球,1,2,0,0,2,589,372,654,511,578,472,646,339,562,348,,,,,0,0
14,2,00:18:05,32552,32563,7,7,D,2,網前小球,0,2,589,372,1,711,447,632,532,568,466,631,344,552,361,,,,,0,0
14,3,00:18:05,32563,32583,7,7,B,2,網前小球,0,1,711,447,2,822,350,623,544,625,476,633,329,590,385,,,,,0,0
14,4,00:18:06,32583,32628,7,7,C,2,挑球,1,2,822,350,1,876,625,667,551,695,478,736,337,631,364,,,,,0,0
14,5,00:18:07,32628,32650,7,7,A,2,切球,0,1,876,625,2,798,373,850,616,688,525,770,318,611,328,,,,,0,0
14,6,00:18:08,32650,32702,7,7,C,2,挑球,1,2,798,373,1,896,616,814,621,664,491,754,336,607,349,,,,,0,0
14,7,00:18:10,32702,32713,7,7,A,2,殺球,0,1,896,616,2,557,329,876,613,690,518,781,323,619,322,,,,,0,0
14,8,00:18:10,32713,32732,7,7,D,2,網前小球,1,2,557,329,1,526,454,902,611,665,506,775,317,596,330,,,,,0,0
14,9,00:18:11,32732,32743,7,7,B,2,殺球,0,1,526,454,2,576,316,694,592,576,488,668,310,492,320,,,,,0,0
14,10,00:18:11,32743,32765,7,7,C,2,平球,0,2,576,316,1,483,543,624,573,532,475,652,316,495,320,,,,,0,0
14,11,00:18:12,32765,32779,7,7,A,2,殺球,0,1,483,543,2,728,322,614,547,544,468,665,315,502,316,,,,,0,0
14,12,00:18:12,32779,32814,7,7,C,3,平球,1,2,728,322,2,1010,557,572,557,596,488,646,320,517,322,出界,C,對手出界,AB,0,0
15,1,00:18:37,33524,33542,8,7,A,1,發短球,1,2,0,0,2,680,381,620,509,676,473,720,356,606,343,,,,,0,0
15,2,00:18:38,33542,33561,8,7,C,3,推撲球,1,2,680,381,2,610,399,630,530,656,476,697,362,599,348,掛網,C,對手掛網,AB,0,0
16,1,00:19:01,34245,34263,8,8,A,1,發短球,1,2,0,0,2,616,386,659,508,579,473,654,337,567,345,,,,,0,0
16,2,00:19:02,34263,34288,8,8,D,2,網前小球,1,2,616,386,2,806,472,632,528,562,476,638,343,565,365,,,,,0,0
16,3,00:19:02,34288,34309,8,8,B,2,網前小球,0,2,806,472,1,835,385,711,554,686,494,710,332,678,379,,,,,0,0
16,4,00:19:03,34309,34320,8,8,D,2,推撲球,1,1,835,385,2,742,494,689,557,722,490,723,341,761,380,,,,,0,0
16,5,00:19:04,34320,34350,8,8,B,3,網前小球,0,2,742,494,2,626,424,670,552,717,482,717,347,786,372,掛網,B,對手掛網,CD,0,0
17,1,00:19:25,34952,34967,8,9,D,1,發短球,1,2,0,0,1,712,454,714,490,575,504,658,314,607,368,,,,,0,0
17,2,00:19:25,34967,34981,8,9,A,2,推撲球,0,1,712,454,2,628,333,689,467,583,494,668,319,646,363,,,,,0,0
17,3,00:19:26,34981,35027,8,9,C,2,挑球,1,2,628,333,1,467,622,688,474,562,515,642,316,642,370,,,,,0,0
17,4,00:19:27,35027,35038,8,9,B,2,殺球,0,1,467,622,2,604,352,560,523,435,626,554,337,702,331,,,,,0,0
17,5,00:19:27,35038,35048,8,9,C,2,平球,1,2,604,352,2,555,523,559,530,458,643,573,344,738,333,,,,,0,0
17,6,00:19:28,35048,35059,8,9,A,2,平球,0,2,555,523,1,613,335,567,527,470,620,585,349,730,334,,,,,0,0
17,7,00:19:28,35059,35089,8,9,C,3,平球,1,1,613,335,2,944,608,577,529,527,591,600,340,708,353,對手落地致勝,A,落地致勝,CD,0,0
18,1,00:19:50,35700,35718,9,9,D,1,發短球,1,2,0,0,2,632,445,650,518,524,502,640,333,667,362,,,,,0,0
18,2,00:19:50,35718,35729,9,9,B,2,網前小球,0,2,632,445,1,544,367,652,526,552,479,634,318,672,364,,,,,0,0
18,3,00:19:50,35729,35740,9,9,D,2,網前小球,0,1,544,367,1,483,466,623,539,572,472,622,324,651,376,,,,,0,0
18,4,00:19:51,35740,35753,9,9,B,2,平球,1,1,483,466,1,547,327,562,545,569,476,592,320,577,368,,,,,0,0
18,5,00:19:51,35753,35781,9,9,C,3,平球,0,1,547,327,2,370,670,560,552,551,489,575,327,602,382,出界,C,對手出界,AB,0,0
19,1,00:20:13,36413,36430,10,9,B,1,發短球,1,2,0,0,2,700,380,628,543,621,485,636,344,718,347,,,,,0,0
19,2,00:20:14,36430,36445,10,9,D,2,網前小球,1,2,700,380,1,581,483,628,532,638,479,645,338,709,363,,,,,0,0
19,3,00:20:14,36445,36458,10,9,A,2,平球,1,1,581,483,1,758,370,591,515,628,475,650,330,680,376,,,,,0,0
19,4,00:20:15,36458,36476,10,9,D,2,平球,1,1,758,370,1,844,544,588,516,644,472,680,331,674,372,,,,,0,0
19,5,00:20:15,36476,36502,10,9,A,2,平球,0,1,844,544,1,506,314,726,548,726,482,744,337,802,370,,,,,0,0
19,6,00:20:16,36502,36550,10,9,C,2,長球,0,1,506,314,1,522,575,634,559,567,502,603,320,808,343,,,,,0,0
19,7,00:20:18,36550,36559,10,9,A,2,殺球,0,1,522,575,2,698,325,508,582,569,516,566,306,673,335,,,,,0,0
19,8,00:20:18,36559,36587,10,9,D,2,網前小球,1,2,698,325,2,433,496,560,600,584,509,571,310,706,318,,,,,0,0
19,9,00:20:19,36587,36615,10,9,A,2,網前小球,1,2,433,496,2,430,362,523,542,655,506,537,340,730,335,,,,,0,0
19,10,00:20:20,36615,36649,10,9,C,2,挑球,0,2,430,362,1,430,531,549,552,632,500,509,345,682,360,,,,,0,0
19,11,00:20:21,36649,36675,10,9,A,2,切球,0,1,430,531,2,621,382,474,572,567,506,534,327,699,338,,,,,0,0
19,12,00:20:22,36675,36703,10,9,C,2,平球,1,2,621,382,1,849,505,525,537,621,473,545,355,710,342,,,,,0,0
19,13,00:20:23,36703,36714,10,9,A,2,平球,0,1,849,505,1,807,338,742,544,594,482,612,339,740,339,,,,,0,0
19,14,00:20:23,36714,36728,10,9,D,2,平球,0,1,807,338,2,656,506,758,536,587,494,620,345,783,333,,,,,0,0
19,15,00:20:24,36728,36754,10,9,A,2,網前小球,1,2,656,506,2,537,362,730,542,564,510,642,340,799,334,,,,,0,0
19,16,00:20:25,36754,36783,10,9,C,2,挑球,0,2,537,362,1,868,564,666,551,584,501,604,351,770,340,,,,,0,0
19,17,00:20:26,36783,36799,10,9,A,2,長球,0,1,868,564,1,658,319,673,551,633,504,644,332,787,346,,,,,0,0
19,18,00:20:26,36799,36812,10,9,C,2,殺球,0,1,658,319,2,510,494,794,554,640,508,655,323,802,346,,,,,0,0
19,19,00:20:27,36812,36830,10,9,B,2,平球,1,2,510,494,1,574,355,790,542,574,514,663,317,783,347,,,,,0,0
19,20,00:20:27,36830,36848,10,9,D,2,網前小球,0,1,574,355,1,499,446,674,526,506,541,620,329,682,364,,,,,0,0
19,21,00:20:28,36848,36856,10,9,A,2,平球,1,1,499,446,2,601,323,570,476,460,526,616,322,602,348,,,,,0,0
19,22,00:20:28,36856,36874,10,9,C,3,平球,0,2,601,323,2,851,424,516,461,515,515,613,322,616,356,未過網,C,對手未過網,AB,0,0
20,1,00:20:57,37732,37748,10,10,B,1,發短球,1,2,0,0,2,572,368,615,544,648,488,575,351,686,350,,,,,0,0
20,2,00:20:58,37748,37765,10,10,C,2,網前小球,1,2,572,368,2,451,427,588,548,641,481,568,372,683,349,,,,,0,0
20,3,00:20:58,37765,37812,10,10,B,2,挑球,1,2,451,427,1,626,294,572,554,514,450,580,374,654,332,,,,,0,0
20,4,00:21:00,37812,37825,10,10,D,2,殺球,0,1,626,294,2,548,556,681,563,469,536,636,346,622,294,,,,,0,0
20,5,00:21:00,37825,37862,10,10,B,2,挑球,1,2,548,556,1,560,303,697,572,467,567,635,334,619,300,,,,,0,0
20,6,00:21:02,37862,37871,10,10,C,2,殺球,0,1,560,303,2,478,541,664,556,514,559,546,305,653,312,,,,,0,0
20,7,00:21:02,37871,37893,10,10,B,2,平球,1,2,478,541,1,514,340,640,546,495,569,506,318,662,329,,,,,0,0
20,8,00:21:03,37893,37903,10,10,C,2,平球,0,1,514,340,2,448,569,656,557,469,581,568,334,675,366,,,,,0,0
20,9,00:21:03,37903,37919,10,10,B,2,平球,1,2,448,569,1,577,358,653,560,453,583,552,356,704,362,,,,,0,0
20,10,00:21:03,37919,37930,10,10,C,3,殺球,0,1,577,358,2,624,536,628,546,456,586,578,361,732,350,對手落地致勝,B,落地致勝,CD,0,0
21,1,00:21:24,38545,38576,10,11,C,1,發長球,1,2,0,0,1,894,560,614,516,712,510,626,340,702,364,,,,,0,0
21,2,00:21:25,38576,38588,10,11,B,2,平球,0,1,894,560,1,823,325,658,527,805,554,692,328,626,359,,,,,0,0
21,3,00:21:26,38588,38612,10,11,C,2,網前小球,1,1,823,325,2,838,463,663,516,813,615,761,320,579,355,,,,,0,0
21,4,00:21:27,38612,38632,10,11,A,2,推撲球,0,2,838,463,1,812,322,800,500,798,592,718,321,652,348,,,,,0,0
21,5,00:21:27,38632,38655,10,11,C,2,切球,1,1,812,322,2,604,461,802,514,636,560,742,314,669,363,,,,,0,0
21,6,00:21:28,38655,38673,10,11,B,2,推撲球,0,2,604,461,2,519,308,785,523,532,514,778,316,651,353,,,,,0,0
21,7,00:21:29,38673,38696,10,11,C,2,平球,0,2,519,308,1,797,549,688,553,532,481,619,314,663,359,,,,,0,0
21,8,00:21:29,38696,38720,10,11,A,3,切球,0,1,797,549,2,483,424,624,563,515,503,554,310,725,334,未過網,A,對手未過網,CD,0,0
22,1,00:22:49,41074,41090,11,11,C,1,發短球,1,2,0,0,1,496,436,538,488,692,491,658,339,580,362,,,,,0,0
22,2,00:22:49,41090,41110,11,11,A,3,網前小球,1,1,496,436,2,740,369,556,467,694,494,652,320,586,362,對手落地致勝,D,落地致勝,AB,0,0
23,1,00:23:08,41661,41676,12,11,B,1,發短球,1,2,0,0,2,674,375,614,516,690,470,731,358,603,347,,,,,0,0
23,2,00:23:09,41676,41694,12,11,D,2,網前小球,0,2,674,375,2,639,532,614,525,687,476,724,364,605,344,,,,,0,0
